Date,AUDUSD,EURUSD,GBPUSD,JPYUSD,NZDUSD,CADUSD,CHFUSD,CNYUSD,CZKUSD,DKKUSD,HKDUSD,HUFUSD,IDRUSD,ILSUSD,INRUSD,KRWUSD,MXNUSD,MYRUSD,NOKUSD,PHPUSD,RUBUSD,SEKUSD,SGDUSD,THBUSD,TRYUSD,ZARUSD
2006-05-17,-0.010074893473658308,-0.00844524148386494,-0.0026012412597314905,-0.01042291346225177,-0.004808728027781539,-0.007290462726622551,-0.005531880310933129,0.000250232110380999,-0.015985877998959896,-0.00812165651833241,-0.0001032016561892668,-0.020489496183270894,0.02308611886762968,-0.0010128209041744274,0.008257108647576672,0.005045117915381425,-0.014971366867504443,0.006450436042303442,-0.004889277627236677,-0.0033097457984121448,0.0016312742036004302,-0.009588048124697046,-0.0038047235993816653,-0.007375511848462857,-0.02121189237134513,-0.01626515363918224
2006-05-18,0.0060174610655270855,0.008522330266385936,0.005720298012435898,9.017071554229261e-05,-0.0013075346213121675,-0.004027419685166636,0.007852826070583657,-0.0011755587732245054,0.009365814848347753,0.008276879249697444,-7.736350587705942e-05,0.014536801177727376,-0.016129559429330698,0.0003149946940428361,-0.01721789855716649,-0.009165810652219442,0.001836725610308676,-0.004974120669949178,0.009259090618549681,-0.003298827507994151,-0.0018535403398818318,0.01401177301708123,0.0011399280935794343,0.004954801391638952,-0.01411790002620783,-0.002204620362503684
2006-05-19,-0.008974839632573284,-0.006558167669646259,-0.007037188342161382,-0.006829663481797255,-0.0004975954686090023,0.001966927172069144,-0.01031994991843449,-0.0011993005300152682,-0.00292065196738589,-0.006719479918574134,0.0014454350273389593,-0.0038358355298786506,-0.007021919377365293,-0.0021580196276875796,0.0023155279608144674,0.000846331018105495,0.00112172325139559,-0.00708308426493276,-0.005270946015656808,-0.003287981015969166,-0.0019610202556106238,-0.004778991055657489,-0.003163155224297831,-0.0024149647760021153,0.01344104943148916,-0.0051048131002060515
2006-05-22,-0.004984822137253209,0.006712420157343052,0.0026920003004832216,0.0017928689034896195,0.0018051300899211697,0.0006266478123252844,0.010071075859589773,-0.0007487289899192895,0.003896101305662647,0.006185098732777838,-0.001432582522408854,0.003106343175135251,-0.005805169202512062,-0.009297762752797256,0.00011033291325368566,-0.006814741803707669,-0.009472048337292982,-0.004060480951426193,0.004365868377644633,-0.000570771321294572,-0.00025871674664834643,0.0073765801466603165,-0.0008207705294090428,-0.004420874748771286,-0.037840506441548516,-0.006858085134867187
2006-05-23,-0.0032343901967535893,-0.005460417870518458,-0.004251164805343266,-0.00608234506197558,0.0017459133798379267,-0.007227257445258345,-0.0055434212604464905,0.0007487289899192895,-0.00167806233344292,-0.004505182470817104,-5.801944760008837e-05,-0.0006803352643025562,-0.006685597941455512,0.0035212087905143186,-0.001985225105930244,0.0014168186866871935,-0.01041336336709886,-0.0011846870940934728,-0.007946116748100973,-0.000855437876643883,0.0029607691937565406,-0.004668082904803361,-0.0002524555946201157,-0.00036535241085067227,0.029083285773926937,-0.01504197046607092
2006-05-24,0.0028576610989328177,-0.0007028393823765022,-0.003092386827014071,-0.005336189834491911,0.017947074093573823,0.004455140015117223,-0.0034593409658852936,-0.00020805635303000614,-0.0005436976359431966,-0.0015771686452188405,-5.8016081538880826e-05,0.0023832383312294425,-0.004139818157653963,-0.006342604484040892,-0.006589069139653958,-0.0009376617597380843,0.014378913146735783,-0.000825678726009027,0.0025980839448804804,-0.0008547067280910703,-0.0007410321914975704,0.001988159767906117,-0.0018280991906762245,-0.00390619288027505,-0.03816250392196008,0.010775581952763291
2006-05-25,0.010295328771193435,0.0028141681905199667,0.0023043286747586045,0.008730522740465041,0.008614961289328538,0.011044888366168376,-8.223358174175299e-05,-0.0002080130745878428,0.005745951503563607,0.003053756212102021,-0.00010317237857115913,0.009000238390401982,0.0021320770561956692,0.001087615369981254,-0.0019464560296307276,0.0029651769924186056,0.007663538251529989,0.0028377068195772903,0.0014080192895533639,4.744040372584024e-05,-0.001480419028693447,0.002652428191224354,0.005684385276498893,0.004793723198133648,0.007777112575478695,0.009644291678692962
2006-05-26,-0.0037215183324087464,-0.005556827315730761,-0.008516465279837848,-0.00793191721915587,-0.006133876846983077,0.0006322512737469144,-0.007127391035501779,-0.00020796981414727966,-0.004522302354544205,-0.0059444613138124325,0.000322402906128616,-0.0014729861906994657,0.002168962945058084,-0.007588582998635962,0.000305929346545053,-0.001974225899797233,0.0017110232372963274,-0.004486956362322436,-0.006304423612723875,4.744265442502282e-05,-0.0002957927835853802,-0.0051609532452241424,-0.000696529187431294,-0.0006004362779554739,0.00783807044132806,-0.0006006963601861148
2006-05-29,0.0012136969920947815,0.0009431031202561946,0.00011159399794824498,0.0007992262162677122,-0.0026717159727210893,0.0014465715597534318,0.0008984143125429223,0.00029953308407337786,-0.002400503766328388,0.0014528720245938764,-0.00014187500417772725,-0.0031839840897598393,0.0010539351586693613,0.005880003820450064,-0.00512291933660336,0.0033210523162878758,-0.006020545257108267,0.004266230085160139,0.002804317970400483,-9.488305815086306e-05,-7.389927109668903e-05,0.0029477619697397817,-0.00018982347077844963,0.0026917790528036,-0.0006555534357052251,-0.0019996947306997193
2006-05-30,0.0036498823990500084,0.008901542825102998,0.011654878600250274,0.003649163630455199,0.006628952333848914,0.005443709497795768,0.009853076617053369,-0.0011725105288049598,0.008244682919078095,0.008865272081370446,-0.00045125866272499593,0.007166059571392047,0.011787232228165578,0.0006652877868762452,-0.0019550380758901476,-0.002265090821302884,-0.011845030965475623,0.004090683313925814,0.007867916177734191,0.0051393782838138335,0.004074786281521803,0.012198589800732407,0.000759661170009307,0.0008901792786364382,-0.008352944778630522,-0.027778092583133684
